0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
1,0,0,0,0,0,0,1,0,2,21,0,0,0,0,1
4,0,3,0,0,0,4,0,0,7,5,0,1,1,0,1
4,0,3,0,0,0,2,2,0,7,5,0,0,1,1,1
1,0,0,1,0,0,0,1,0,7,5,0,0,1,1,1
3,0,1,1,0,1,1,2,0,7,5,0,0,1,1,1
1,0,0,0,0,0,1,0,0,10,7,1,0,2,1,1
0,0,0,0,0,0,0,0,0,10,7,0,0,2,0,1
4,1,1,4,0,0,2,2,0,10,7,0,0,2,2,1
1,0,0,0,0,0,1,0,0,10,7,0,0,2,1,1
1,0,0,0,0,0,0,1,0,10,7,0,0,2,1,1
1,0,0,0,0,0,0,1,0,10,7,1,0,2,1,1
1,0,0,0,0,0,1,0,0,2,8,0,0,0,1,1
1,0,1,0,0,0,1,0,0,2,8,0,0,0,1,1
1,0,1,0,0,0,1,0,0,2,8,0,0,0,1,1
1,0,1,0,0,0,1,0,0,2,8,0,0,0,1,1
1,0,1,0,0,0,1,0,0,2,8,0,0,0,1,1
1,0,1,0,0,0,1,0,0,2,8,0,0,0,1,1
1,0,0,1,0,0,1,0,0,2,8,0,0,0,1,1
1,0,1,0,0,0,0,1,0,2,8,0,0,0,1,1
2,0,0,0,0,0,2,0,0,3,1,0,0,1,1,0
1,0,0,0,0,0,1,0,0,3,5,0,0,0,1,1
1,0,0,1,0,0,1,0,0,3,5,0,0,0,1,1
1,0,0,1,0,0,1,0,0,3,5,0,0,0,1,1
1,0,0,1,0,0,1,0,0,3,5,0,0,0,1,1
1,0,1,0,0,0,0,1,0,3,5,0,0,0,1,1
5,1,3,0,0,0,2,3,0,4,5,0,1,2,2,0
7,1,3,2,0,0,2,5,1,4,5,0,1,2,3,0
1,0,0,0,0,0,0,1,1,4,5,0,0,2,0,0
4,0,1,1,0,0,1,3,0,4,5,0,0,2,0,0
1,0,0,0,0,0,1,0,0,4,5,1,0,2,1,0
2,0,2,0,0,0,2,0,0,6,7,1,0,1,1,1
2,0,1,1,0,0,2,0,0,6,7,0,1,1,0,1
3,0,0,2,0,0,3,0,0,6,7,0,0,1,0,1
3,0,1,0,0,0,2,1,0,6,7,0,0,1,0,1
1,0,0,1,0,0,1,0,0,6,7,1,0,1,1,1
2,0,1,0,0,0,1,1,0,6,7,1,0,1,1,1
2,0,1,0,0,0,2,0,0,6,7,0,0,1,1,1
1,0,0,0,0,0,1,0,0,8,4,1,0,0,0,0
0,0,0,0,0,0,0,0,0,8,4,1,0,0,0,0
1,0,0,0,0,0,1,0,0,8,4,1,0,0,0,0
1,0,0,0,0,0,0,1,1,8,4,0,0,0,0,0
1,0,0,1,0,0,1,0,0,2,3,0,0,0,1,1
1,0,1,0,0,0,0,1,0,2,3,0,0,0,1,1
1,0,0,0,0,0,1,0,0,2,3,0,0,0,1,1
2,0,0,0,0,0,1,1,0,3,5,1,0,0,1,1
1,0,0,0,0,0,0,1,1,3,5,0,0,0,0,1
4,0,1,2,0,0,2,2,0,3,5,0,0,0,0,1
4,0,0,0,0,0,4,0,0,3,5,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,1
1,0,0,0,0,0,1,0,0,6,8,1,0,1,0,0
1,0,0,0,0,0,1,0,0,6,8,1,0,1,0,0
1,0,0,0,0,0,1,0,0,6,8,1,0,1,0,0
1,0,0,0,0,0,1,0,0,6,8,0,0,1,0,0
2,0,0,0,0,0,2,0,0,6,8,0,0,1,0,0
1,0,0,0,0,0,1,0,0,6,8,0,0,1,0,0
1,0,0,0,0,0,1,0,0,6,8,0,0,1,0,0
1,0,0,0,0,0,0,1,0,16,22,0,0,4,0,1
1,0,0,0,0,0,0,1,0,16,22,0,0,4,0,1
2,0,0,0,0,0,1,1,0,16,22,0,0,4,0,1
1,0,0,0,0,0,0,1,0,16,22,0,0,4,0,1
7,0,0,2,0,0,3,4,1,16,22,0,0,4,0,1
2,0,0,0,0,0,1,1,0,16,22,1,1,4,0,1
1,0,0,0,0,0,1,0,0,16,22,1,1,4,0,1
1,0,0,0,0,0,1,0,0,16,22,1,0,4,0,1
1,0,0,0,0,0,1,0,0,16,22,0,0,4,0,1
6,0,0,0,0,0,1,5,0,16,22,0,0,4,0,1
3,0,0,2,0,0,1,2,0,16,22,0,0,4,0,1
2,0,0,0,0,0,1,1,0,16,22,0,0,4,0,1
1,0,0,0,0,0,0,1,1,16,22,0,0,4,0,1
2,0,0,1,0,0,2,0,0,16,22,0,0,4,0,1
1,0,0,0,0,0,1,0,0,16,22,0,0,4,0,1
1,0,0,0,0,0,0,1,1,16,22,0,0,4,0,1
1,0,0,0,0,0,1,0,0,16,22,0,0,4,1,1
1,0,0,0,0,0,0,1,1,16,22,0,0,4,0,1
4,0,0,2,0,0,2,2,0,16,22,0,0,4,0,1
1,0,0,0,0,0,1,0,0,16,22,0,0,4,1,1
5,0,0,2,0,0,3,2,1,16,22,0,0,4,0,1
3,0,0,2,0,0,3,0,0,7,11,0,0,0,1,0
2,0,1,1,0,0,2,0,0,7,11,0,0,0,1,0
2,0,0,0,0,0,2,0,0,7,11,0,0,0,0,0
1,0,0,0,0,0,1,0,0,7,11,0,0,0,0,0
2,0,1,0,0,0,2,0,0,7,11,1,0,0,1,0
4,0,0,2,0,1,1,3,0,7,11,0,0,0,1,0
1,0,0,0,0,0,1,0,0,7,11,1,0,0,1,0
0,0,0,0,0,0,0,0,0,7,11,1,0,0,0,0
1,0,0,0,0,0,1,0,0,7,11,1,0,0,1,0
1,0,0,1,0,0,1,0,0,7,11,1,0,0,1,0
1,0,0,0,0,0,0,1,1,7,11,0,0,0,0,0
2,0,0,1,0,0,1,1,0,5,3,0,0,5,1,0
1,0,0,1,0,0,1,0,0,5,3,0,0,5,1,0
2,0,0,3,0,0,2,0,0,5,3,0,0,5,2,0
2,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1
2,0,1,0,0,0,1,1,0,4,7,0,0,0,1,1
4,1,3,2,0,0,1,3,0,4,7,0,0,0,0,1
2,0,1,0,0,0,1,1,0,4,7,0,0,0,1,1
1,0,0,0,0,0,0,1,1,4,7,0,0,0,0,1
1,0,0,0,0,0,0,1,1,4,7,0,0,0,0,1
3,0,0,0,0,0,1,2,1,4,7,0,0,0,0,1
2,0,0,0,0,0,2,0,0,4,7,0,0,0,1,1
2,0,0,0,0,0,1,1,0,27,58,0,0,40,1,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,0,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,1,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,1,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,0,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,1,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,0,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,1,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,1,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,0,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,1,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,1,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,0,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,1,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,0,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,1,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,0,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,1,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,1,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,0,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,1,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,0,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,1,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,0,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,1,0
2,0,0,0,0,0,1,1,0,27,58,0,0,40,1,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,0,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,1,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,0,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,0,1,0,27,58,0,0,40,0,0
1,0,0,0,0,0,1,0,0,27,58,0,0,40,1,0
1,0,0,0,0,0,1,0,0,5,4,0,0,0,0,1
1,0,0,2,0,0,0,1,0,5,4,0,0,0,0,1
3,0,1,0,0,0,1,2,1,3,4,0,2,3,1,0
1,0,0,1,5,0,0,1,0,3,4,0,0,3,0,0
1,0,0,1,0,0,0,1,0,3,4,0,0,3,0,0
3,0,0,2,0,0,3,0,0,41,85,0,0,61,3,0
2,0,0,0,0,0,1,1,0,41,85,0,0,61,0,0
2,0,0,0,0,0,1,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,0,1,0,41,85,0,0,61,0,0
2,0,0,0,0,0,1,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
2,0,0,0,0,0,1,1,0,41,85,0,0,61,1,0
1,0,0,0,0,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,0,0
1,0,0,0,0,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
2,0,0,2,5,0,1,1,0,41,85,0,0,61,0,0
2,0,0,2,5,0,1,1,0,41,85,0,0,61,0,0
1,0,0,2,5,0,0,1,0,41,85,0,0,61,0,0
2,0,0,2,5,0,1,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
2,0,0,2,5,0,1,1,0,41,85,0,0,61,1,0
1,0,0,2,5,0,0,1,0,41,85,0,0,61,0,0
1,0,0,2,5,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,0,0
1,0,0,2,5,0,0,1,0,41,85,0,0,61,0,0
1,0,0,2,5,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
2,0,0,2,5,0,1,1,0,41,85,0,0,61,0,0
2,0,0,2,5,0,1,1,0,41,85,0,0,61,0,0
1,0,0,2,5,0,0,1,0,41,85,0,0,61,0,0
2,0,0,2,5,0,1,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
2,0,0,2,5,0,1,1,0,41,85,0,0,61,1,0
1,0,0,2,5,0,0,1,0,41,85,0,0,61,0,0
1,0,0,2,5,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,0,0
1,0,0,2,5,0,0,1,0,41,85,0,0,61,0,0
1,0,0,2,5,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
2,0,0,0,0,0,1,1,0,41,85,0,0,61,0,0
2,0,0,0,0,0,1,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,0,1,0,41,85,0,0,61,0,0
2,0,0,0,0,0,1,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
2,0,0,0,0,0,1,1,0,41,85,0,0,61,1,0
1,0,0,0,0,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,0,0
1,0,0,0,0,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
2,0,0,2,5,0,1,1,0,41,85,0,0,61,0,0
2,0,0,2,5,0,1,1,0,41,85,0,0,61,0,0
1,0,0,2,5,0,0,1,0,41,85,0,0,61,0,0
2,0,0,2,5,0,1,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
2,0,0,2,5,0,1,1,0,41,85,0,0,61,1,0
1,0,0,2,5,0,0,1,0,41,85,0,0,61,0,0
1,0,0,2,5,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,0,0
1,0,0,2,5,0,0,1,0,41,85,0,0,61,0,0
1,0,0,2,5,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
2,0,0,0,0,0,1,1,0,41,85,0,0,61,0,0
2,0,0,0,0,0,1,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,0,1,0,41,85,0,0,61,0,0
2,0,0,0,0,0,1,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
2,0,0,0,0,0,1,1,0,41,85,0,0,61,1,0
1,0,0,0,0,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,0,0
1,0,0,0,0,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,0,1,0,41,85,0,0,61,0,0
1,0,0,0,0,0,1,0,0,41,85,0,0,61,1,0
3,0,0,0,0,0,3,0,0,3,1,1,0,0,2,0
2,0,0,0,0,0,1,1,0,3,2,0,0,1,1,1
3,0,0,0,0,0,3,0,0,3,2,0,0,1,2,1
3,0,0,2,0,0,3,0,0,13,10,0,0,1,0,1
1,0,0,0,0,0,1,0,0,13,10,0,0,1,0,1
1,0,0,0,0,0,1,0,0,13,10,0,0,1,0,1
1,0,0,0,0,0,1,0,0,13,10,0,0,1,0,1
2,0,0,0,0,0,1,1,0,13,10,0,0,1,0,1
1,0,0,0,0,0,0,1,0,13,10,0,0,1,0,1
3,0,0,2,0,0,2,1,0,13,10,0,0,1,0,1
1,0,0,0,0,0,0,1,0,13,10,0,0,1,0,1
3,0,0,0,0,0,2,1,0,13,10,0,0,1,0,1
7,0,0,0,0,0,3,4,0,13,10,0,0,1,2,1
1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1
1,0,0,0,0,0,0,1,1,2,1,0,0,0,0,1
1,0,0,0,0,0,1,0,0,42,38,0,1,20,0,1
2,0,1,0,0,0,0,2,1,42,38,0,0,20,0,1
2,0,0,0,0,0,2,0,0,42,38,0,0,20,2,1
1,0,0,0,0,0,1,0,0,42,38,0,1,20,0,1
1,0,0,0,0,0,1,0,0,42,38,0,1,20,0,1
1,0,0,0,0,0,1,0,0,42,38,0,0,20,0,1
1,0,0,0,0,0,1,0,0,42,38,0,0,20,0,1
1,0,0,0,0,0,1,0,0,42,38,0,0,20,0,1
6,0,0,0,0,0,6,0,0,42,38,0,1,20,0,1
1,0,0,1,0,0,0,1,0,42,38,0,0,20,0,1
3,0,0,1,0,0,1,2,0,42,38,0,0,20,0,1
3,0,0,1,0,0,0,3,0,42,38,0,0,20,0,1
2,0,0,2,0,0,1,1,0,42,38,0,0,20,0,1
3,0,0,4,0,0,1,2,0,42,38,0,0,20,0,1
1,0,0,1,0,0,1,0,0,42,38,0,0,20,0,1
3,1,0,2,0,0,0,3,1,42,38,0,0,20,0,1
1,0,0,0,0,0,1,0,0,42,38,0,0,20,0,1
3,0,0,1,0,0,0,3,0,42,38,0,0,20,0,1
1,0,0,0,0,0,1,0,0,42,38,0,0,20,0,1
2,0,0,0,0,0,2,0,0,42,38,0,0,20,0,1
2,0,0,3,0,0,1,1,0,42,38,0,0,20,0,1
3,0,0,2,0,0,3,0,0,42,38,0,0,20,0,1
6,0,0,3,0,0,1,5,0,42,38,0,0,20,0,1
3,0,0,5,0,0,1,2,0,42,38,0,0,20,0,1
1,0,0,0,0,0,1,0,0,42,38,0,0,20,0,1
4,0,0,2,0,0,1,3,1,42,38,0,0,20,0,1
3,0,0,1,0,0,0,3,0,42,38,0,0,20,0,1
4,0,0,2,0,0,1,3,1,42,38,0,0,20,0,1
1,0,0,0,0,0,1,0,0,42,38,0,0,20,0,1
3,0,0,1,0,0,0,3,0,42,38,0,0,20,0,1
1,0,0,0,0,0,1,0,0,42,38,0,0,20,0,1
1,0,0,0,0,0,1,0,0,42,38,0,0,20,0,1
2,0,0,2,6,0,1,1,0,42,38,0,0,20,0,1
3,0,0,1,0,0,0,3,0,42,38,0,0,20,0,1
4,0,2,1,0,1,1,3,0,42,38,0,0,20,0,1
1,0,0,0,0,0,1,0,0,42,38,0,0,20,0,1
11,0,0,0,0,0,3,8,0,42,38,0,0,20,2,1
9,0,0,0,0,0,3,6,0,42,38,0,0,20,2,1
3,0,0,1,0,0,0,3,0,5,1,0,0,0,0,1
3,0,0,1,0,0,0,3,0,5,1,0,0,0,0,1
3,0,0,1,0,0,0,3,0,5,1,0,0,0,0,1
2,0,0,1,0,0,2,0,0,13,7,0,0,5,1,1
1,0,0,0,0,0,1,0,0,13,7,0,0,5,0,1
3,0,1,0,0,0,3,0,0,13,7,0,1,5,0,1
1,0,0,0,0,0,1,0,0,13,7,0,0,5,0,1
4,0,2,1,0,1,1,3,0,13,7,0,0,5,0,1
1,0,0,0,0,0,1,0,0,13,7,0,0,5,0,1
7,0,0,0,0,0,3,4,0,13,7,0,0,5,2,1
2,0,1,0,0,0,2,0,0,13,6,0,0,4,0,1
3,0,1,1,0,0,2,1,0,13,6,0,0,4,0,1
1,0,0,0,0,0,1,0,0,13,6,0,0,4,0,1
4,0,2,1,0,1,1,3,0,13,6,0,0,4,0,1
1,0,0,0,0,0,1,0,0,13,6,0,0,4,0,1
7,0,0,0,0,0,3,4,0,13,6,0,0,4,2,1
4,0,2,1,0,1,1,3,0,13,5,0,0,4,0,1
1,0,0,0,0,0,1,0,0,13,5,0,0,4,0,1
4,0,2,1,0,1,1,3,0,13,5,0,0,4,0,1
1,0,0,0,0,0,1,0,0,13,5,0,0,4,0,1
7,0,0,0,0,0,4,3,0,13,5,0,0,4,2,1
2,0,0,1,0,0,2,0,0,14,7,0,0,2,1,1
1,0,0,0,0,0,1,0,0,14,7,0,0,2,0,1
3,0,1,0,0,0,3,0,0,14,7,0,0,2,0,1
1,0,0,0,0,0,1,0,0,14,7,0,0,2,0,1
4,0,2,1,0,1,1,3,0,14,7,0,0,2,0,1
1,0,0,0,0,0,1,0,0,14,7,0,0,2,0,1
7,0,0,0,0,0,3,4,0,14,7,0,0,2,2,1
3,0,0,1,0,0,0,3,0,5,1,0,0,0,0,1
3,0,0,1,0,0,0,3,0,15,11,0,0,5,0,1
4,0,0,0,0,0,3,1,0,15,11,0,0,5,1,1
2,0,1,0,0,0,2,0,0,15,11,0,0,5,0,1
3,0,2,0,0,0,3,0,0,15,11,0,0,5,0,1
3,0,3,0,0,0,3,0,0,15,11,0,0,5,0,1
3,0,3,0,0,0,3,0,0,15,11,0,0,5,0,1
1,0,1,0,0,0,1,0,0,15,11,0,0,5,0,1
3,0,1,0,0,0,3,0,0,15,11,0,1,5,0,1
4,0,2,1,0,1,1,3,0,15,11,0,0,5,0,1
1,0,0,0,0,0,1,0,0,15,11,0,0,5,0,1
6,0,0,0,0,0,3,3,0,15,11,0,0,5,2,1
1,0,0,0,0,0,1,0,0,11,4,0,0,3,0,1
4,0,2,1,0,1,1,3,0,11,4,0,0,3,0,1
1,0,0,0,0,0,1,0,0,11,4,0,0,3,0,1
5,0,0,0,0,0,3,2,0,11,4,0,0,3,2,1
3,0,0,1,0,0,0,3,0,22,27,0,0,21,0,1
2,0,1,0,0,0,2,0,0,22,27,1,2,21,0,1
4,0,0,0,0,0,3,1,0,22,27,0,2,21,1,1
3,0,0,1,0,0,0,3,0,22,27,0,0,21,0,1
2,0,0,0,0,0,2,0,0,22,27,0,0,21,0,1
6,0,1,1,0,0,5,1,0,22,27,1,0,21,0,1
1,0,0,0,0,0,1,0,0,22,27,0,0,21,0,1
1,0,0,0,0,0,1,0,0,22,27,0,0,21,0,1
3,0,3,0,0,0,3,0,0,22,27,0,0,21,0,1
2,0,1,0,0,0,2,0,0,22,27,0,0,21,0,1
2,0,1,0,0,0,2,0,0,22,27,0,0,21,0,1
1,0,0,0,0,0,1,0,0,22,27,0,0,21,0,1
2,0,0,2,0,0,1,1,0,22,27,0,0,21,0,1
3,0,0,1,0,0,0,3,0,22,27,0,0,21,0,1
2,0,0,0,0,0,2,0,0,22,27,0,0,21,0,1
2,0,0,0,0,0,2,0,0,22,27,0,0,21,0,1
2,0,0,0,0,0,2,0,0,22,27,0,0,21,0,1
2,0,0,0,0,0,2,0,0,22,27,0,0,21,0,1
1,0,1,0,0,0,1,0,0,22,27,0,0,21,0,1
1,0,1,0,0,0,1,0,0,22,27,0,0,21,0,1
1,0,0,0,0,0,1,0,0,22,27,0,0,21,0,1
4,0,2,1,0,1,1,3,0,22,27,0,0,21,0,1
1,0,0,0,0,0,1,0,0,22,27,0,0,21,0,1
1,0,0,0,0,0,1,0,0,22,27,0,0,21,0,1
4,0,2,1,0,1,1,3,0,22,27,0,0,21,0,1
1,0,0,0,0,0,1,0,0,22,27,0,0,21,0,1
7,0,0,0,0,0,4,3,0,22,27,0,0,21,2,1
2,0,0,0,0,0,2,0,0,19,15,0,0,7,0,1
3,0,0,1,0,0,0,3,0,19,15,0,0,7,0,1
1,0,0,0,0,0,1,0,0,19,15,0,0,7,0,1
4,0,0,0,0,0,3,1,0,19,15,0,0,7,1,1
2,0,0,0,0,0,2,0,0,19,15,0,0,7,0,1
2,0,0,0,0,0,2,0,0,19,15,0,0,7,0,1
1,0,1,0,0,0,1,0,0,19,15,0,0,7,0,1
1,0,1,0,0,0,1,0,0,19,15,0,0,7,0,1
1,0,0,0,0,0,1,0,0,19,15,0,0,7,0,1
4,0,2,1,0,1,1,3,0,19,15,0,0,7,0,1
1,0,0,0,0,0,1,0,0,19,15,0,0,7,0,1
1,0,0,0,0,0,1,0,0,19,15,0,0,7,0,1
4,0,2,1,0,1,1,3,0,19,15,0,0,7,0,1
1,0,0,0,0,0,1,0,0,19,15,0,0,7,0,1
7,0,0,0,0,0,4,3,0,19,15,0,0,7,2,1
1,0,1,0,0,0,1,0,0,27,26,0,0,11,0,1
2,0,1,0,0,0,1,1,0,27,26,0,0,11,0,1
3,0,0,1,0,0,0,3,0,27,26,0,0,11,0,1
4,0,0,0,0,0,3,1,0,27,26,0,0,11,1,1
2,0,0,0,0,0,2,0,0,27,26,0,0,11,0,1
2,0,1,0,0,0,2,0,0,27,26,1,0,11,0,1
2,0,1,0,0,0,2,0,0,27,26,0,0,11,0,1
2,0,0,2,0,0,1,1,0,27,26,0,0,11,0,1
2,0,1,0,0,0,2,0,0,27,26,1,0,11,0,1
1,0,0,0,0,0,1,0,0,27,26,0,0,11,0,1
6,0,0,0,0,0,6,0,0,27,26,1,0,11,0,1
2,0,0,0,0,0,2,0,0,27,26,0,0,11,0,1
2,0,0,0,0,0,2,0,0,27,26,0,0,11,0,1
2,0,0,0,0,0,2,0,0,27,26,0,0,11,0,1
2,0,0,0,0,0,2,0,0,27,26,0,0,11,0,1
1,0,1,0,0,0,1,0,0,27,26,0,0,11,0,1
1,0,1,0,0,0,1,0,0,27,26,0,0,11,0,1
1,0,0,0,0,0,1,0,0,27,26,0,0,11,0,1
4,0,2,1,0,1,1,3,0,27,26,0,0,11,0,1
1,0,0,0,0,0,1,0,0,27,26,0,0,11,0,1
4,0,2,1,0,1,1,3,0,27,26,0,0,11,0,1
1,0,0,0,0,0,1,0,0,27,26,0,0,11,0,1
1,0,0,0,0,0,1,0,0,27,26,0,0,11,0,1
4,0,2,1,0,1,1,3,0,27,26,0,0,11,0,1
1,0,0,0,0,0,1,0,0,27,26,0,0,11,0,1
9,0,0,0,0,0,5,4,0,27,26,0,0,11,2,1
3,0,0,1,0,0,0,3,0,5,5,0,0,2,0,1
4,0,0,1,0,0,2,2,0,5,5,0,0,2,2,1
1,0,0,0,0,0,0,1,1,5,5,0,0,2,0,1
2,0,0,0,0,0,1,1,0,5,5,0,1,2,0,1
1,0,0,0,0,0,1,0,0,5,5,0,0,2,1,1
3,0,0,1,0,0,0,3,0,5,1,0,0,0,0,1
2,0,0,0,0,0,2,0,0,12,2,0,0,1,0,1
