0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
3,0,0,0,0,0,1,2,0,9,6,0,0,2,0,1
1,0,0,0,0,0,1,0,0,9,6,0,0,2,1,1
1,0,1,0,0,0,1,0,0,9,6,1,0,2,0,1
2,0,0,0,0,0,1,1,0,9,6,0,0,2,1,1
1,0,0,0,0,0,1,0,0,3,2,0,0,0,1,1
4,0,4,0,0,0,2,2,0,3,2,1,0,0,4,1
1,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0
1,0,0,0,0,0,1,0,0,7,5,0,0,0,1,1
1,0,0,2,0,0,0,1,0,7,5,0,0,0,0,1
1,0,0,0,0,0,1,0,0,7,5,1,0,0,1,1
1,0,0,2,0,0,0,1,0,7,5,0,0,0,0,1
1,0,0,0,0,0,1,0,0,7,5,1,0,0,1,1
1,0,0,0,0,0,0,1,1,3,1,0,0,0,0,0
4,0,4,0,0,0,1,3,0,6,3,1,0,1,0,1
1,0,0,0,0,0,1,0,0,6,3,0,0,1,1,1
2,0,0,0,0,0,1,1,0,6,3,0,0,1,1,1
4,0,1,0,0,0,1,3,1,11,15,0,0,2,0,1
4,1,0,0,0,0,2,2,0,11,15,0,0,2,0,1
1,0,0,0,0,0,1,0,0,11,15,0,0,2,0,1
3,0,1,1,0,0,3,0,0,11,15,0,0,2,0,1
1,0,1,0,0,0,1,0,0,11,15,1,0,2,0,1
2,0,0,0,0,0,1,1,0,11,15,0,0,2,0,1
1,0,0,0,0,0,0,1,1,11,15,0,0,2,0,1
5,0,2,2,0,0,3,2,1,11,15,0,1,2,0,1
4,0,1,0,0,0,1,3,1,11,15,0,0,2,0,1
4,1,1,0,0,0,2,2,0,11,15,0,0,2,0,1
1,0,0,0,0,0,1,0,0,11,15,0,0,2,0,1
1,0,1,0,0,0,0,1,0,11,15,0,0,2,0,1
1,0,0,0,0,0,0,1,1,11,15,0,0,2,0,1
4,0,1,2,0,0,2,2,0,11,15,0,0,2,0,1
1,0,0,0,0,0,1,0,0,11,15,0,0,2,1,1
1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1
1,0,0,0,0,0,1,0,0,3,2,0,0,1,1,0
1,0,1,0,0,0,1,0,0,6,8,1,0,0,0,0
1,0,1,0,0,0,1,0,0,6,8,0,0,0,0,0
1,0,0,0,0,0,0,1,0,6,8,0,0,0,0,0
1,0,0,0,0,0,1,0,0,6,8,1,0,0,0,0
1,0,0,0,0,0,0,1,1,6,8,0,0,0,0,0
1,0,1,0,0,0,0,1,0,6,8,0,0,0,0,0
9,0,3,2,0,0,1,8,1,6,8,0,0,0,1,0
1,0,0,0,0,0,1,0,0,6,8,0,0,0,1,0
1,0,0,0,0,0,1,0,0,4,3,0,0,0,1,0
1,0,0,0,0,0,1,0,0,4,3,0,0,0,1,0
1,0,0,0,0,0,1,0,0,5,4,1,0,0,1,1
1,0,0,0,0,0,0,1,1,5,4,0,0,0,0,1
3,0,0,0,0,0,1,2,0,5,4,0,0,0,0,1
1,0,0,0,0,0,1,0,0,5,4,0,0,0,1,1
1,0,0,0,0,0,1,0,0,3,9,0,0,0,1,1
1,0,1,0,0,0,1,0,0,3,9,0,0,0,1,1
1,0,1,0,0,0,1,0,0,3,9,0,0,0,1,1
1,0,1,0,0,0,0,1,0,3,9,0,0,0,1,1
1,0,1,0,0,0,1,0,0,3,9,0,0,0,1,1
1,0,1,0,0,0,1,0,0,3,9,1,0,0,1,1
1,0,1,0,0,0,1,0,0,3,9,1,0,0,1,1
1,0,0,0,0,0,0,1,0,3,9,0,0,0,0,1
1,0,1,0,0,0,0,1,0,3,9,0,0,0,1,1
1,0,0,0,0,0,1,0,0,2,4,0,0,0,1,1
1,0,1,2,0,0,0,1,0,2,4,0,0,0,1,1
1,0,0,0,0,0,1,0,0,2,4,0,0,0,1,1
1,0,1,0,0,0,1,0,0,2,4,0,0,0,1,1
1,0,0,0,0,0,1,0,0,6,3,0,0,0,1,1
4,0,1,0,0,0,2,2,0,6,3,1,0,0,1,1
4,0,0,0,0,0,4,0,0,6,3,0,0,0,1,1
1,0,0,0,0,0,0,1,0,9,6,0,0,2,0,1
1,0,0,0,0,0,1,0,0,9,6,1,0,2,1,1
3,0,0,0,0,0,1,2,0,9,6,0,0,2,0,1
1,0,0,0,0,0,1,0,0,9,6,0,0,2,1,1
1,0,1,0,0,0,1,0,0,9,6,1,0,2,0,1
2,0,0,0,0,0,1,1,0,9,6,0,0,2,1,1
1,0,0,0,0,0,0,1,0,9,6,0,0,2,0,1
1,0,0,0,0,0,1,0,0,9,6,1,0,2,1,1
3,0,0,0,0,0,1,2,0,9,6,0,0,2,0,1
1,0,0,0,0,0,1,0,0,9,6,0,0,2,1,1
1,0,1,0,0,0,1,0,0,9,6,1,0,2,0,1
2,0,0,0,0,0,1,1,0,9,6,0,0,2,1,1
1,0,1,0,0,0,1,0,0,8,3,1,0,1,0,1
1,0,0,0,0,0,1,0,0,8,3,0,0,1,1,1
2,0,0,0,0,0,1,1,0,8,3,0,0,1,1,1
4,0,0,1,0,0,1,3,0,2,1,1,0,0,1,1
2,0,0,0,0,0,1,1,0,7,2,1,0,1,1,1
2,0,0,0,0,0,1,1,0,7,2,0,0,1,1,1
1,0,0,0,0,0,1,0,0,7,2,0,0,1,1,1
2,0,0,0,0,0,1,1,0,7,2,0,0,1,1,1
3,0,0,0,0,0,1,2,0,12,8,0,0,1,0,1
1,0,0,0,0,0,0,1,0,12,8,0,0,1,0,1
1,0,0,0,0,0,1,0,0,12,8,1,0,1,1,1
3,0,2,0,0,0,2,1,0,12,8,1,0,1,0,1
3,0,0,0,0,0,1,2,0,12,8,0,0,1,0,1
1,0,0,0,0,0,1,0,0,12,8,0,0,1,1,1
1,0,0,0,0,0,1,0,0,12,8,0,0,1,0,1
3,0,0,0,0,0,1,2,0,12,8,0,0,1,1,1
1,0,0,0,0,0,0,1,0,11,18,0,0,2,0,1
3,0,0,0,0,0,1,2,0,11,18,0,0,2,0,1
1,0,1,2,0,0,0,1,0,11,18,0,0,2,0,1
3,0,2,0,0,0,2,1,0,11,18,1,0,2,0,1
1,0,0,0,0,0,0,1,0,11,18,0,0,2,0,1
3,0,0,0,0,0,1,2,0,11,18,0,0,2,0,1
1,0,0,0,0,0,1,0,0,11,18,0,0,2,0,1
2,0,1,0,0,0,2,0,0,11,18,1,0,2,0,1
1,0,0,0,0,0,1,0,0,11,18,0,0,2,1,1
1,0,0,0,0,0,1,0,0,11,18,1,0,2,0,1
1,0,0,0,0,0,1,0,0,11,18,1,0,2,0,1
2,0,0,0,0,0,1,1,0,11,18,1,0,2,0,1
1,0,0,0,0,0,1,0,0,11,18,1,0,2,0,1
1,0,0,0,0,0,0,1,1,11,18,0,0,2,0,1
1,0,0,0,0,0,1,0,0,11,18,1,0,2,0,1
4,0,0,0,0,0,1,3,0,11,18,0,0,2,1,1
4,0,3,0,0,0,2,2,0,4,1,1,0,0,4,1
4,0,4,0,0,0,2,2,0,6,3,1,0,1,0,1
1,0,0,0,0,0,1,0,0,6,3,0,0,1,1,1
2,0,0,0,0,0,1,1,0,6,3,0,0,1,1,1
1,0,0,0,0,0,1,0,0,7,2,0,0,1,1,1
2,0,0,0,0,0,1,1,0,7,2,0,0,1,1,1
1,0,0,0,0,0,1,0,0,7,2,0,0,1,1,1
2,0,0,0,0,0,1,1,0,7,2,0,0,1,1,1
4,0,4,0,0,0,2,2,0,6,3,1,0,1,0,1
1,0,0,0,0,0,1,0,0,6,3,0,0,1,1,1
2,0,0,0,0,0,1,1,0,6,3,0,0,1,1,1
3,0,0,0,0,0,1,2,0,2,65,0,0,0,0,1
3,0,0,0,0,0,2,1,0,2,65,0,0,0,0,1
4,0,0,0,0,0,2,2,0,2,65,0,0,0,0,1
3,0,0,0,0,0,2,1,0,2,65,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,65,0,0,0,0,1
3,0,0,0,0,0,0,3,1,2,65,0,0,0,0,1
0,0,0,0,0,0,0,0,0,2,65,0,0,0,0,1
3,0,0,0,0,0,0,3,1,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
3,0,0,0,0,0,1,2,0,2,65,0,0,0,0,1
3,0,0,0,0,0,2,1,0,2,65,0,0,0,0,1
4,0,0,0,0,0,2,2,0,2,65,0,0,0,0,1
3,0,0,0,0,0,2,1,0,2,65,0,0,0,0,1
3,0,0,0,0,0,2,1,0,2,65,0,0,0,0,1
5,0,0,0,0,0,3,2,0,2,65,0,0,0,0,1
5,0,0,0,0,0,3,2,0,2,65,0,0,0,0,1
3,0,0,0,0,0,2,1,0,2,65,0,0,0,0,1
5,0,0,0,0,0,3,2,0,2,65,0,0,0,0,1
5,0,0,0,0,0,3,2,0,2,65,0,0,0,0,1
3,0,0,0,0,0,2,1,0,2,65,0,0,0,0,1
5,0,0,0,0,0,3,2,0,2,65,0,0,0,0,1
3,0,0,0,0,0,1,2,0,2,65,0,0,0,0,1
3,0,0,0,0,0,1,2,0,2,65,0,0,0,0,1
3,0,0,0,0,0,2,1,0,2,65,0,0,0,0,1
5,0,0,0,0,0,3,2,0,2,65,0,0,0,0,1
5,0,0,0,0,0,3,2,0,2,65,0,0,0,0,1
3,0,0,0,0,0,2,1,0,2,65,0,0,0,0,1
3,0,0,0,0,0,2,1,0,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
5,0,0,0,0,0,3,2,0,2,65,0,0,0,0,1
3,0,0,0,0,0,2,1,0,2,65,0,0,0,0,1
5,0,0,0,0,0,3,2,0,2,65,0,0,0,0,1
5,0,0,0,0,0,3,2,0,2,65,0,0,0,0,1
3,0,0,0,0,0,2,1,0,2,65,0,0,0,0,1
5,0,0,0,0,0,3,2,0,2,65,0,0,0,0,1
5,0,0,0,0,0,3,2,0,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,1,3,1,2,65,0,0,0,0,1
5,0,0,0,0,0,3,2,0,2,65,0,0,0,0,1
3,0,0,0,0,0,2,1,0,2,65,0,0,0,0,1
4,0,0,1,0,0,1,3,0,2,65,0,0,0,0,1
3,0,0,0,0,0,2,1,0,2,65,0,0,0,0,1
5,0,0,0,0,0,3,2,0,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,2,2,1,2,65,0,0,0,0,1
4,0,1,0,0,0,1,3,1,2,65,0,0,0,0,1
4,0,1,0,0,0,1,3,1,2,65,0,0,0,0,1
4,0,1,0,0,0,1,3,1,2,65,0,0,0,0,1
4,0,1,0,0,0,1,3,1,2,65,0,0,0,0,1
4,0,1,0,0,0,1,3,1,2,65,0,0,0,0,1
4,0,1,0,0,0,1,3,1,2,65,0,0,0,0,1
2,0,0,1,0,0,0,2,0,8,4,0,0,2,0,1
2,0,0,0,0,0,1,1,0,8,4,0,0,2,0,1
3,0,0,1,0,0,2,1,0,8,4,1,0,2,0,1
7,0,0,0,0,0,2,5,0,8,4,0,0,2,1,1
3,0,0,1,0,0,2,1,0,9,2,1,0,2,0,1
4,0,0,0,0,0,2,2,0,9,2,0,0,2,1,1
1,0,0,0,0,0,1,0,0,8,4,1,0,1,1,1
3,0,0,1,0,0,2,1,0,8,4,1,0,1,1,1
2,0,0,0,0,0,1,1,0,8,4,0,0,1,1,1
5,0,0,0,0,0,2,3,0,8,4,0,0,1,1,1
2,0,1,0,0,0,2,0,0,7,5,0,0,3,1,1
5,0,2,0,0,2,3,2,0,7,5,0,0,3,0,1
3,0,0,0,0,0,1,2,0,7,5,0,0,3,0,1
1,0,0,0,0,0,1,0,0,7,5,0,0,3,1,1
2,0,0,0,0,0,1,1,0,7,5,0,0,3,1,1
1,0,0,0,0,0,1,0,0,7,6,1,0,3,0,1
1,0,0,0,0,0,1,0,0,7,6,1,0,3,0,1
3,0,0,0,0,0,1,2,0,7,6,0,0,3,0,1
1,0,0,0,0,0,1,0,0,7,6,0,0,3,1,1
2,0,0,0,0,0,1,1,0,7,6,0,0,3,1,1
1,0,0,0,0,0,1,0,0,8,9,1,0,2,0,1
1,0,0,0,0,0,1,0,0,8,9,1,0,2,0,1
1,0,0,0,0,0,1,0,0,8,9,1,0,2,0,1
2,0,1,0,0,0,2,0,0,8,9,0,0,2,0,1
5,0,0,0,0,0,2,3,0,8,9,0,0,2,1,1
3,0,0,0,0,0,1,2,0,8,9,0,0,2,0,1
1,0,0,0,0,0,1,0,0,8,9,0,0,2,1,1
1,0,0,0,0,0,1,0,0,1,3,1,0,1,1,0
2,0,0,0,0,0,1,1,0,1,3,1,0,1,1,0
1,0,0,0,0,0,1,0,0,1,3,1,0,1,1,0
2,0,0,0,0,0,1,1,0,5,1,0,0,1,1,1
1,0,0,0,0,0,1,0,0,7,4,1,0,2,0,1
3,0,0,0,0,0,1,2,0,7,4,0,0,2,0,1
1,0,0,0,0,0,1,0,0,7,4,0,0,2,1,1
2,0,0,0,0,0,1,1,0,7,4,0,0,2,1,1
3,0,0,0,0,0,1,2,0,5,2,0,0,1,0,1
2,0,0,0,0,0,1,1,0,5,2,0,0,1,1,1
2,0,0,0,0,0,1,1,0,6,1,0,0,1,1,1
2,0,0,0,0,0,1,1,0,5,1,0,0,1,1,1
8,0,0,0,0,0,8,0,0,5,1,1,0,0,5,1
3,0,0,0,0,0,1,2,0,7,4,0,0,2,0,1
1,0,0,0,0,0,1,0,0,7,4,0,0,2,1,1
2,0,0,0,0,0,1,1,0,7,4,0,0,2,1,1
3,0,0,0,0,0,1,2,0,5,2,0,0,1,0,1
2,0,0,0,0,0,1,1,0,5,2,0,0,1,1,1
8,0,0,0,0,0,8,0,0,5,1,1,0,0,5,1
8,0,0,0,0,0,8,0,0,5,1,1,0,0,5,1
1,0,0,0,0,0,0,1,0,10,6,0,0,2,0,1
1,0,0,0,0,0,1,0,0,10,6,1,0,2,1,1
3,0,0,0,0,0,1,2,0,10,6,0,0,2,0,1
1,0,0,0,0,0,1,0,0,10,6,0,0,2,1,1
2,0,0,0,0,0,1,1,0,10,6,0,0,2,1,1
1,0,0,0,0,0,0,1,0,9,5,0,0,2,0,1
1,0,0,0,0,0,1,0,0,9,5,1,0,2,1,1
3,0,0,0,0,0,1,2,0,9,5,0,0,2,0,1
1,0,0,0,0,0,1,0,0,9,5,0,0,2,1,1
2,0,0,0,0,0,1,1,0,9,5,0,0,2,1,1
3,0,0,0,0,0,1,2,0,8,3,0,0,2,0,1
1,0,0,0,0,0,1,0,0,8,3,0,0,2,1,1
2,0,0,0,0,0,1,1,0,8,3,0,0,2,1,1
8,0,0,0,0,0,8,0,0,5,1,1,0,0,5,1
1,0,6,5,0,0,0,1,0,8,7,0,0,4,1,1
1,0,0,1,0,0,0,1,0,8,7,0,0,4,1,1
4,0,1,1,0,1,2,2,0,8,7,0,0,4,1,1
3,0,0,0,0,0,1,2,0,8,7,0,0,4,0,1
1,0,0,0,0,0,1,0,0,8,7,0,0,4,1,1
2,0,0,0,0,0,1,1,0,8,7,0,0,4,1,1
1,0,0,0,0,0,0,1,0,9,5,0,0,2,0,1
1,0,0,0,0,0,1,0,0,9,5,1,0,2,1,1
3,0,0,0,0,0,1,2,0,9,5,0,0,2,0,1
1,0,0,0,0,0,1,0,0,9,5,0,0,2,1,1
2,0,0,0,0,0,1,1,0,9,5,0,0,2,1,1
1,0,6,5,0,0,0,1,0,8,9,0,0,7,1,1
3,0,0,0,0,0,1,2,0,8,9,0,0,7,0,1
3,0,0,0,0,0,1,2,0,8,9,0,0,7,0,1
3,0,0,0,0,0,1,2,0,8,9,0,0,7,0,1
1,0,0,0,0,0,1,0,0,8,9,1,0,7,0,1
3,0,0,0,0,0,1,2,0,8,9,0,0,7,1,1
3,0,0,0,0,0,1,2,0,8,9,0,0,7,0,1
1,0,0,0,0,0,1,0,0,8,9,0,0,7,1,1
3,0,0,0,0,0,1,2,0,8,3,0,0,2,0,1
1,0,0,0,0,0,1,0,0,8,3,0,0,2,1,1
2,0,0,0,0,0,1,1,0,8,3,0,0,2,1,1
1,0,0,0,0,0,0,1,0,12,10,0,0,5,0,1
1,0,0,0,0,0,1,0,0,12,10,1,0,5,1,1
3,0,0,0,0,1,1,2,0,12,10,0,0,5,0,1
4,1,6,7,0,0,1,3,0,12,10,1,0,5,1,1
4,0,0,0,0,0,1,3,0,12,10,0,0,5,1,1
1,0,0,1,0,0,0,1,0,12,10,0,0,5,1,1
4,0,1,1,0,1,2,2,0,12,10,0,0,5,1,1
3,0,0,0,0,0,1,2,0,12,10,0,0,5,0,1
1,0,0,0,0,0,1,0,0,12,10,0,0,5,1,1
6,1,6,6,0,0,1,5,1,10,8,1,0,4,1,1
1,0,0,0,0,0,1,0,0,10,8,1,0,4,0,1
5,0,0,0,0,0,1,4,0,10,8,0,0,4,1,1
1,0,0,1,0,0,0,1,0,10,8,0,0,4,1,1
4,0,1,1,0,1,2,2,0,10,8,0,0,4,1,1
3,0,0,0,0,0,1,2,0,10,8,0,0,4,0,1
1,0,0,0,0,0,1,0,0,10,8,0,0,4,1,1
8,0,0,0,0,0,8,0,0,5,1,1,0,0,5,1
1,0,0,0,0,0,1,0,0,8,4,1,0,2,0,1
3,0,0,0,0,0,1,2,0,8,4,0,0,2,0,1
1,0,0,0,0,0,1,0,0,8,4,0,0,2,1,1
2,0,0,0,0,0,1,1,0,8,4,0,0,2,1,1
1,0,0,0,0,0,1,0,0,7,4,1,0,2,0,1
3,0,0,0,0,0,1,2,0,7,4,0,0,2,0,1
1,0,0,0,0,0,1,0,0,7,4,0,0,2,1,1
2,0,0,0,0,0,1,1,0,7,4,0,0,2,1,1
1,0,0,0,0,0,1,0,0,7,4,1,0,2,0,1
3,0,0,0,0,0,1,2,0,7,4,0,0,2,0,1
1,0,0,0,0,0,1,0,0,7,4,0,0,2,1,1
2,0,0,0,0,0,1,1,0,7,4,0,0,2,1,1
1,0,6,5,0,0,0,1,0,1,4,0,0,2,1,0
1,0,0,0,0,0,1,0,0,1,4,1,0,2,1,0
1,0,0,0,0,0,1,0,0,1,4,1,0,2,1,0
2,0,0,0,0,0,1,1,0,11,25,1,0,4,1,1
1,0,1,0,0,0,1,0,0,11,25,1,0,4,1,1
1,0,1,0,0,0,1,0,0,11,25,1,0,4,1,1
1,0,0,0,0,0,0,1,0,11,25,1,0,4,0,1
3,0,1,0,0,0,1,2,0,11,25,0,0,4,1,1
1,0,0,0,0,0,0,1,1,11,25,0,0,4,0,1
0,0,0,0,0,0,0,0,0,11,25,0,0,4,0,1
1,0,0,0,0,0,0,1,0,11,25,0,0,4,0,1
5,0,1,0,0,0,2,3,0,11,25,1,0,4,1,1
1,0,0,0,0,0,0,1,0,11,25,0,0,4,0,1
1,0,0,0,0,0,0,1,0,11,25,0,0,4,0,1
