0,1,12,19,2,20,39,43,44,5,50,53,7,8,80,81,85,86,92,label
-0.692271,-0.995219,1,4001,-1,4,-1,-1,-1,0,-0.992481,1,-1,-1,-1,-1,-1,-1,-0.992481,0
-0.954437,-0.998981,0,2009,-1,4,-1,-1,-1,1,-0.93985,0,-1,-1,-1,-1,-1,-1,-0.93985,0
-0.98557,-0.984559,1,4001,-1,4,-1,-1,-1,1,-1,0,-1,-0.993908,-1,-1,-1,-1,-1,0
-0.999059,-0.998981,0,2001,-1,1,-1,-1,-1,1,-0.996241,0,-0.995749,-0.997231,-1,-1,-1,-1,-0.996241,1
-0.999137,-0.998981,0,2001,-1,1,-1,-1,-1,1,-0.996241,0,-0.995749,-0.993354,-1,-1,-1,-1,-0.996241,1
-0.99851,-0.998981,1,1010,-0.959962,4,-0.95,-0.928571,-0.959418,1,-0.996241,0,-0.997875,-0.998892,-0.95,-0.959962,-0.931034,-0.959418,-0.996241,1
-0.998745,-0.998981,1,1010,-0.98006,4,-0.95,-0.928571,-0.979789,0,-0.996241,0,-0.997875,-0.999446,-0.95,-0.98006,-0.931034,-0.979789,-0.996241,1
-0.998745,-0.998981,1,1010,-0.98006,4,-0.95,-0.928571,-0.979789,1,-0.996241,0,-0.997875,-0.997231,-0.95,-0.98006,-0.931034,-0.979789,-0.996241,1
-0.99851,-0.997492,1,1010,-0.98006,4,-0.95,-0.928571,-0.979789,1,-1,1,-0.997875,-0.999446,-0.95,-0.98006,-0.931034,-0.979789,-1,1
-0.998118,-0.998981,1,1003,-0.94,4,-0.95,-0.928571,-0.939185,1,-0.996241,1,-0.995749,-0.991138,-0.9,-0.88,-0.931034,-0.939185,-0.992481,1
-0.999686,-0.998981,1,1010,-0.98006,4,-0.95,-0.928571,-0.979789,1,-0.996241,1,-0.997875,-0.999446,-0.95,-0.98006,-0.931034,-0.979789,-0.996241,1
-0.999137,-0.998981,0,2001,-1,4,-1,-1,-1,1,-0.996241,0,-0.997875,-0.998892,-1,-1,-1,-1,-0.996241,1
-0.997255,-0.997257,0,4001,-0.904,4,-0.95,-0.928571,-0.902696,1,-0.996241,0,-0.997875,-0.999446,-0.95,-0.904,-0.931034,-0.902696,-0.996241,1
-0.998981,-0.998981,0,2001,-1,4,-1,-1,-1,1,-0.996241,0,-0.997875,-0.998338,-1,-1,-1,-1,-0.996241,1
-0.985492,-0.998981,1,1010,-0.98006,4,-0.95,-0.928571,-0.979789,1,-0.984962,0,-0.997875,-0.999446,-0.95,-0.98006,-0.931034,-0.979789,-0.996241,1
-0.991295,-0.997335,0,4001,-0.9148,4,-0.95,-0.928571,-0.913643,1,-0.992481,0,-0.997875,-0.999446,-0.95,-0.9148,-0.931034,-0.913643,-0.996241,1
-0.99851,-0.998981,1,1010,-0.960484,4,-0.95,-0.928571,-0.959947,0,-0.996241,0,-0.997875,-0.998338,-0.95,-0.960484,-0.931034,-0.959947,-0.996241,1
-0.994981,-0.995611,1,4001,-0.9322,4,-0.95,-0.928571,-0.931279,1,-0.996241,0,-0.997875,-0.996123,-0.95,-0.9322,-0.931034,-0.931279,-0.996241,1
-0.999059,-0.998981,0,2001,-1,4,-1,-1,-1,1,-0.996241,0,-0.997875,-0.999446,-1,-1,-1,-1,-0.996241,1
-0.972395,-0.974683,0,4001,-0.9076,4,-0.95,-0.928571,-0.906345,1,-0.996241,0,-0.997875,-0.999446,-0.95,-0.9076,-0.931034,-0.906345,-0.996241,1
-0.998981,-0.998981,0,4001,-0.721,4,-0.95,-0.928571,-0.717211,1,-0.996241,0,-0.995749,-0.998892,-0.95,-0.721,-0.931034,-0.717211,-0.996241,1
-1,-0.998981,1,1010,-0.960484,4,-0.95,-0.928571,-0.959947,0,-0.996241,1,-0.997875,-0.998892,-0.95,-0.960484,-0.931034,-0.959947,-0.996241,1
-0.981963,-0.998981,0,4001,-0.8402,4,-0.95,-0.928571,-0.83803,1,-0.996241,0,-0.997875,-0.999446,-0.95,-0.8402,-0.931034,-0.83803,-0.996241,1
-0.998745,-0.998981,1,4001,-0.97978,1,-0.85,-0.785714,-0.979505,1,-0.996241,0,-1,-1,-0.85,-0.97978,-0.793103,-0.979505,-0.996241,1
-0.999294,-0.998981,1,1010,-0.960484,4,-0.95,-0.928571,-0.959947,0,-0.996241,0,-0.997875,-0.999446,-0.95,-0.960484,-0.931034,-0.959947,-0.996241,1
-0.998588,-0.998981,0,1003,-0.94768,4,-0.95,-0.928571,-0.946969,1,-0.996241,0,-0.997875,-0.999446,-0.95,-0.94768,-0.931034,-0.946969,-0.996241,1
-0.998432,-0.998981,0,4001,-0.98382,4,-0.95,-0.928571,-0.9836,1,-0.996241,0,-0.997875,-0.999446,-0.95,-0.98382,-0.931034,-0.9836,-0.996241,1
-0.999216,-0.998197,1,1010,-0.98002,4,-0.95,-0.928571,-0.979749,1,-1,1,-0.997875,-0.998892,-0.95,-0.98002,-0.931034,-0.979749,-1,1
-0.879465,-0.998589,0,1010,-0.92024,1,-0.8,-0.857143,-0.959578,1,-0.996241,0,-0.995749,-0.997231,-0.8,-0.92024,-0.862069,-0.959578,-0.996241,1
-0.996236,-0.996316,1,1010,-0.950212,1,-0.85,-0.928571,-0.979799,1,-0.996241,0,-0.995749,-0.997231,-0.85,-0.950212,-0.931034,-0.979799,-0.988722,1
-0.998824,-0.997805,0,1003,-0.94005,4,-0.95,-0.928571,-0.939236,1,-1,1,-0.997875,-0.999446,-0.95,-0.94005,-0.931034,-0.939236,-1,1
-0.998432,-0.998981,0,1003,-0.999782,4,-0.95,-0.928571,-0.999779,0,-0.996241,0,-0.997875,-0.999446,-0.95,-0.999782,-0.931034,-0.999779,-0.996241,1
-0.995216,-0.998981,1,1010,-0.96017,4,-0.9,-0.928571,-0.97983,0,-0.992481,0,-0.997875,-0.998892,-0.95,-0.9801,-0.931034,-0.97983,-0.992481,1
-0.998745,-0.998981,0,1003,-0.9237,4,-0.95,-0.928571,-0.922664,1,-0.996241,0,-0.997875,-0.998892,-0.95,-0.9237,-0.931034,-0.922664,-0.996241,1
-0.972944,-0.977034,1,4001,-0.8324,4,-0.95,-0.928571,-0.830124,1,-0.996241,0,-0.997875,-0.999446,-0.95,-0.8324,-0.931034,-0.830124,-0.996241,1
-0.998745,-0.998981,0,1003,-0.97384,4,-0.95,-0.928571,-0.973485,1,-0.996241,0,-0.997875,-0.999446,-0.95,-0.97384,-0.931034,-0.973485,-0.996241,1
-0.998745,-0.997727,1,1010,-0.98006,4,-0.95,-0.928571,-0.979789,1,-1,1,-0.995749,-0.991138,-0.95,-0.98006,-0.931034,-0.979789,-1,1
-0.998588,-0.998981,1,1010,-0.96004,4,-0.95,-0.928571,-0.959497,1,-0.996241,0,-0.997875,-0.999446,-0.95,-0.96004,-0.931034,-0.959497,-0.996241,1
-0.998745,-0.997727,0,1003,-0.95749,4,-0.95,-0.928571,-0.956913,1,-1,1,-0.997875,-0.998892,-0.95,-0.95749,-0.931034,-0.956913,-1,1
-0.998667,-0.998981,0,1003,-0.98256,4,-0.95,-0.928571,-0.982323,1,-0.996241,0,-0.995749,-0.998892,-0.9,-0.96076,-0.862069,-0.960227,-0.992481,1
-0.998667,-0.998981,0,1003,-0.9782,4,-0.95,-0.928571,-0.977904,1,-0.996241,0,-0.997875,-0.999446,-0.95,-0.9782,-0.931034,-0.977904,-0.992481,1
-0.998667,-0.998981,1,1003,-0.9673,4,-0.95,-0.928571,-0.966856,1,-0.996241,0,-0.997875,-0.999446,-0.95,-0.9673,-0.931034,-0.966856,-0.996241,1
